name,date,processed_cbm
Ohgishima LNG Terminal,2021-09-14,125452
Pluto LNG Terminal,2021-09-14,127544
Rasgas LNG Terminal 3,2021-09-14,425100
Shin-Sendai LNG Terminal,2021-09-14,210152
Skikda LNG Terminal,2021-09-14,75500
Tianjin LNG Terminal (Sinopec),2021-09-14,165000
Fos Tonkin LNG Terminal,2021-09-15,75500
Map Ta Phut LNG Terminal 2,2021-09-15,174000
Prelude FLNG Terminal,2021-09-15,170000
Rasgas LNG Terminal 3,2021-09-15,425420
Vysotsk LNG Terminal,2021-09-15,22969
Xintian Tangshan LNG Terminal,2021-09-15,170000
Yamal LNG Terminal,2021-09-15,162000
Al Zour LNG Import Terminal,2021-09-16,209220
Arzew-Bethioua LNG Terminal,2021-09-16,180000
Izmir Aliaga LNG Terminal,2021-09-16,170000
Jebel Ali FLNG Terminal,2021-09-16,210000
Nigeria LNG Terminal,2021-09-16,138000
Queensland Curtis LNG Terminal,2021-09-16,167000
Rasgas LNG Terminal 3,2021-09-16,261700
Senboku 2 LNG Terminal,2021-09-16,125000
Bahia FSRU,2021-09-17,174000
Marmara LNG Terminal,2021-09-17,170000
Montoir LNG Terminal,2021-09-17,170000
Nigeria LNG Terminal,2021-09-17,170000
Ohgishima LNG Terminal,2021-09-17,170000
Rasgas LNG Terminal 3,2021-09-17,265000
Sabine Pass LNG Terminal,2021-09-17,174000
Wenzhou LNG Terminal,2021-09-17,170000
Yung-An LNG Terminal,2021-09-17,209220
Corpus Christi LNG Terminal,2021-09-18,180000
Huelva LNG Terminal,2021-09-18,174000
Lysekil LNG Terminal,2021-09-18,22969
Rasgas LNG Terminal 3,2021-09-18,210168
Das Island LNG Terminal,2021-09-19,135490
Guangxi LNG Terminal,2021-09-19,173000
Montoir LNG Terminal,2021-09-19,169355
Nigeria LNG Terminal,2021-09-19,149600
Qidong LNG Terminal,2021-09-19,167000
Vysotsk LNG Terminal,2021-09-19,18000
Corpus Christi LNG Terminal,2021-09-20,147208
Gate LNG Terminal,2021-09-20,172717
Gorgon LNG Terminal,2021-09-20,152615
Nigeria LNG Terminal,2021-09-20,148300
Rasgas LNG Terminal 3,2021-09-20,697200
Risavika LNG Terminal,2021-09-20,22969
Tongyoung LNG Terminal,2021-09-20,265000
Al Zour LNG Import Terminal,2021-09-21,265000
Barcelona LNG Terminal,2021-09-21,175000
Fos Tonkin LNG Terminal,2021-09-21,174000
GasPort FSRU,2021-09-21,210168
Gorgon LNG Terminal,2021-09-21,173400
Grain LNG Terminal,2021-09-21,180000
Ohgishima LNG Terminal,2021-09-21,137100
Rasgas LNG Terminal 3,2021-09-21,210000
Skikda LNG Terminal,2021-09-21,75500
Sodegaura LNG Terminal,2021-09-21,216200
Tornio Manga LNG Terminal,2021-09-21,18000
Yamal LNG Terminal,2021-09-21,174000
Zeebrugge LNG Terminal,2021-09-21,162000
Corpus Christi LNG Terminal,2021-09-22,174000
Klaipeda FSRU,2021-09-22,171362
Lysekil LNG Terminal,2021-09-22,22969
Nigeria LNG Terminal,2021-09-22,170000
Qidong LNG Terminal,2021-09-22,173000
Queensland Curtis LNG Terminal,2021-09-22,173000
Rasgas LNG Terminal 3,2021-09-22,265000
Wenzhou LNG Terminal,2021-09-22,210100
Yokkaichi Works LNG Terminal,2021-09-22,217000
Corpus Christi LNG Terminal,2021-09-23,174000
Rasgas LNG Terminal 3,2021-09-23,217000
Tianjin LNG Terminal (Sinopec),2021-09-23,170000
Yokkaichi Works LNG Terminal,2021-09-23,127525
Zeebrugge LNG Terminal,2021-09-23,210000
Chaozhou LNG Terminal (Huaying),2021-09-24,174000
Freeport LNG Terminal,2021-09-24,180000
Gorgon LNG Terminal,2021-09-24,165000
Rasgas LNG Terminal 3,2021-09-24,641420
Xintian Tangshan LNG Terminal,2021-09-24,135000
Yamal LNG Terminal,2021-09-24,168835
Corpus Christi LNG Terminal,2021-09-25,180000
Fos Tonkin LNG Terminal,2021-09-25,170000
Punta Europa LNG Terminal,2021-09-25,160000
Sabine Pass LNG Terminal,2021-09-25,338000
Skikda LNG Terminal,2021-09-25,75500
Yamal LNG Terminal,2021-09-25,174000
Das Island LNG Terminal,2021-09-26,135000
Fos Tonkin LNG Terminal,2021-09-26,75500
Hazira LNG Terminal,2021-09-26,216000
Himeji LNG Terminal,2021-09-26,167000
Huelva LNG Terminal,2021-09-26,175000
Izmir Aliaga LNG Terminal,2021-09-26,210100
Nigeria LNG Terminal,2021-09-26,141000
Pluto LNG Terminal,2021-09-26,152482
Rasgas LNG Terminal 3,2021-09-26,632000
Tongyoung LNG Terminal,2021-09-26,261700
Wenzhou LNG Terminal,2021-09-26,216000
Yamal LNG Terminal,2021-09-26,173000
Arzew-Bethioua LNG Terminal,2021-09-27,138058
Freeport LNG Terminal,2021-09-27,180000
Pluto LNG Terminal,2021-09-27,160000
Al Zour LNG Import Terminal,2021-09-28,209220
Calcasieu Pass LNG Terminal,2021-09-28,173400
Montoir LNG Terminal,2021-09-28,170000
Mugardos LNG Terminal,2021-09-28,149600
Pluto LNG Terminal,2021-09-28,155000
Queensland Curtis LNG Terminal,2021-09-28,174000
Quintero LNG Terminal,2021-09-28,174000
Rasgas LNG Terminal 3,2021-09-28,355262
Yamal LNG Terminal,2021-09-28,168873
Bilbao LNG Terminal,2021-09-29,159700
Corpus Christi LNG Terminal,2021-09-29,160000
Dunkirk LNG Terminal,2021-09-29,174000
Freeport LNG Terminal,2021-09-29,174000
Guanabara Bay FSRU,2021-09-29,174000
Jieyang LNG Terminal (PipeChina),2021-09-29,215100
Marmara LNG Terminal,2021-09-29,141000
Nigeria LNG Terminal,2021-09-29,145914
Qidong LNG Terminal,2021-09-29,266398
Rasgas LNG Terminal 3,2021-09-29,410000
Xintian Tangshan LNG Terminal,2021-09-29,172000
Corpus Christi LNG Terminal,2021-09-30,180000
Ennore LNG Terminal,2021-09-30,159800
Fos Tonkin LNG Terminal,2021-09-30,75500
Grain LNG Terminal,2021-09-30,138000
Hazira LNG Terminal,2021-09-30,135490
Jebel Ali FLNG Terminal,2021-09-30,216000
Porto do Açu FSRU,2021-09-30,174000
Prelude FLNG Terminal,2021-09-30,173000
Queensland Curtis LNG Terminal,2021-09-30,167000
Rasgas LNG Terminal 3,2021-09-30,483535
Sabine Pass LNG Terminal,2021-09-30,174000
Sines LNG Terminal,2021-09-30,148300
Calcasieu Pass LNG Terminal,2021-10-01,180082
Dalian LNG Terminal,2021-10-01,170000
Huelva LNG Terminal,2021-10-01,180000
Incheon LNG Terminal,2021-10-01,174000
Map Ta Phut LNG Terminal 2,2021-10-01,216200
Nigeria LNG Terminal,2021-10-01,145952
Penuelas LNG Terminal,2021-10-01,138059
Pyeongtaek LNG Terminal,2021-10-01,170000
Sabine Pass LNG Terminal,2021-10-01,138120
Tobata LNG Terminal,2021-10-01,152615
Yamal LNG Terminal,2021-10-01,169355
Yanai LNG Terminal,2021-10-01,173400
Zeebrugge LNG Terminal,2021-10-01,210100
Arun LNG Import Terminal,2021-10-02,173400
Corpus Christi LNG Terminal,2021-10-02,174000
Jieyang LNG Terminal (PipeChina),2021-10-02,177000
Mugardos LNG Terminal,2021-10-02,168835
Nigeria LNG Terminal,2021-10-02,159800
Rasgas LNG Terminal 3,2021-10-02,476166
Sabine Pass LNG Terminal,2021-10-02,170000
Xintian Tangshan LNG Terminal,2021-10-02,165500
Yokkaichi Works LNG Terminal,2021-10-02,173000
Arzew-Bethioua LNG Terminal,2021-10-03,75500
Corpus Christi LNG Terminal,2021-10-03,174000
Freeport LNG Terminal,2021-10-03,174000
Himeji LNG Terminal,2021-10-03,127544
Mundra LNG Terminal,2021-10-03,167062
Sabine Pass LNG Terminal,2021-10-03,142759
Yamal LNG Terminal,2021-10-03,173000
Zeebrugge LNG Terminal,2021-10-03,174000
Arzew-Bethioua LNG Terminal,2021-10-04,170000
Calcasieu Pass LNG Terminal,2021-10-04,174000
Das Island LNG Terminal,2021-10-04,137000
Freeport LNG Terminal,2021-10-04,160000
Grain LNG Terminal,2021-10-04,138058
Rasgas LNG Terminal 3,2021-10-04,210152
Sabine Pass LNG Terminal,2021-10-04,172717
Toyama Shinko LNG Terminal,2021-10-04,173673
Yamal LNG Terminal,2021-10-04,170000
Zeebrugge LNG Terminal,2021-10-04,168873
Corpus Christi LNG Terminal,2021-10-05,180000
Nigeria LNG Terminal,2021-10-05,170000
Pyeongtaek LNG Terminal,2021-10-05,261700
Rasgas LNG Terminal 3,2021-10-05,267335
Sines LNG Terminal,2021-10-05,174000
South Hook LNG Terminal,2021-10-05,261700
Yung-An LNG Terminal,2021-10-05,174000
Al Zour LNG Import Terminal,2021-10-06,210166
Calcasieu Pass LNG Terminal,2021-10-06,165772
Fos Tonkin LNG Terminal,2021-10-06,210000
Hazira LNG Terminal,2021-10-06,174000
Pluto LNG Terminal,2021-10-06,173000
Qidong LNG Terminal,2021-10-06,174000
Rasgas LNG Terminal 3,2021-10-06,216000
Sabine Pass LNG Terminal,2021-10-06,172717
Sagunto LNG Terminal,2021-10-06,175000
Zeebrugge LNG Terminal,2021-10-06,216200
Boryeong LNG Terminal,2021-10-07,152482
Fos Tonkin LNG Terminal,2021-10-07,245500
Pluto LNG Terminal,2021-10-07,125000
Rasgas LNG Terminal 3,2021-10-07,475220
Zhoushan LNG Terminal,2021-10-07,180000
Calcasieu Pass LNG Terminal,2021-10-08,155000
Nigeria LNG Terminal,2021-10-08,170000
Pyeongtaek LNG Terminal,2021-10-08,161870
Queensland Curtis LNG Terminal,2021-10-08,167000
Quintero LNG Terminal,2021-10-08,174000
Rasgas LNG Terminal 3,2021-10-08,425420
Taichung LNG Terminal,2021-10-08,150000
Vysotsk LNG Terminal,2021-10-08,18000
Yamal LNG Terminal,2021-10-08,347000
GasPort FSRU,2021-10-09,210152
Pluto LNG Terminal,2021-10-09,127525
Rasgas LNG Terminal 3,2021-10-09,210100
Sagunto LNG Terminal,2021-10-09,180000
Sines LNG Terminal,2021-10-09,145914
Tongyoung LNG Terminal,2021-10-09,265000
Yamal LNG Terminal,2021-10-09,170000
Barcelona LNG Terminal,2021-10-10,174000
Bilbao LNG Terminal,2021-10-10,180000
Calcasieu Pass LNG Terminal,2021-10-10,159800
Dunkirk LNG Terminal,2021-10-10,169355
Gorgon LNG Terminal,2021-10-10,155000
Rasgas LNG Terminal 3,2021-10-10,348100
Sabine Pass LNG Terminal,2021-10-10,174000
Sagunto LNG Terminal,2021-10-10,173400
Tianjin LNG Terminal (Sinopec),2021-10-10,174000
Yanai LNG Terminal,2021-10-10,160000
Yung-An LNG Terminal,2021-10-10,173000
Huelva LNG Terminal,2021-10-11,145952
Jebel Ali FLNG Terminal,2021-10-11,210100
Nigeria LNG Terminal,2021-10-11,149600
Rasgas LNG Terminal 3,2021-10-11,210168
Sabine Pass LNG Terminal,2021-10-11,135000
Sodegaura LNG Terminal,2021-10-11,160000
Tornio Manga LNG Terminal,2021-10-11,18000
Yamal LNG Terminal,2021-10-11,162000
Arzew-Bethioua LNG Terminal,2021-10-12,170000
Calcasieu Pass LNG Terminal,2021-10-12,142612
Das Island LNG Terminal,2021-10-12,135000
GasPort FSRU,2021-10-12,209220
Incheon LNG Terminal,2021-10-12,265000
Marmara LNG Terminal,2021-10-12,174000
Nigeria LNG Terminal,2021-10-12,145842
Pluto LNG Terminal,2021-10-12,152615
Rasgas LNG Terminal 3,2021-10-12,209220
Shandong LNG Terminal,2021-10-12,167000
Corpus Christi LNG Terminal,2021-10-13,174000
Damietta SEGAS LNG Terminal,2021-10-13,175000
Freeport LNG Terminal,2021-10-13,153000
Gorgon LNG Terminal,2021-10-13,170551
Izmir Aliaga LNG Terminal,2021-10-13,164000
Pyeongtaek LNG Terminal,2021-10-13,174000
Rasgas LNG Terminal 3,2021-10-13,216200
Xintian Tangshan LNG Terminal,2021-10-13,174000
Al Zour LNG Import Terminal,2021-10-14,216000
Atlantic LNG Terminal,2021-10-14,138059
Gate LNG Terminal,2021-10-14,180082
Gorgon LNG Terminal,2021-10-14,173400
Hazira LNG Terminal,2021-10-14,170000
Krk FSRU,2021-10-14,145000
Nigeria LNG Terminal,2021-10-14,148300
Pluto LNG Terminal,2021-10-14,174000
Qidong LNG Terminal,2021-10-14,173000
Rasgas LNG Terminal 3,2021-10-14,266000
Taichung LNG Terminal,2021-10-14,138262
Tongyoung LNG Terminal,2021-10-14,174000
Yamal LNG Terminal,2021-10-14,161870
Freeport LNG Terminal,2021-10-15,173400
Hazira LNG Terminal,2021-10-15,216200
Huelva LNG Terminal,2021-10-15,170000
Rasgas LNG Terminal 3,2021-10-15,210100
Skikda LNG Terminal,2021-10-15,75500
South Hook LNG Terminal,2021-10-15,266000
Vysotsk LNG Terminal,2021-10-15,18000
Yamal LNG Terminal,2021-10-15,168873
Arzew-Bethioua LNG Terminal,2021-10-16,138058
Gate LNG Terminal,2021-10-16,138120
Ohgishima LNG Terminal,2021-10-16,216200
Rasgas LNG Terminal 3,2021-10-16,261700
Sabine Pass LNG Terminal,2021-10-16,171362
Sodegaura LNG Terminal,2021-10-16,173000
Grain LNG Terminal,2021-10-17,170000
Incheon LNG Terminal,2021-10-17,267335
Rasgas LNG Terminal 3,2021-10-17,215100
Sabine Pass LNG Terminal,2021-10-17,210000
Shandong LNG Terminal,2021-10-17,174000
Tongyoung LNG Terminal,2021-10-17,155000
Yamal LNG Terminal,2021-10-17,154880
Calcasieu Pass LNG Terminal,2021-10-18,174000
Corpus Christi LNG Terminal,2021-10-18,180000
Das Island LNG Terminal,2021-10-18,135000
Freeport LNG Terminal,2021-10-18,180000
Map Ta Phut LNG Terminal 2,2021-10-18,160000
Sabine Pass LNG Terminal,2021-10-18,174000
Shandong LNG Terminal,2021-10-18,167000
Sines LNG Terminal,2021-10-18,173000
Skikda LNG Terminal,2021-10-18,75500
Zeebrugge LNG Terminal,2021-10-18,216200
Świnoujście Polskie LNG Terminal,2021-10-18,217000
Barcelona LNG Terminal,2021-10-19,170000
Bilbao LNG Terminal,2021-10-19,142759
Gorgon LNG Terminal,2021-10-19,174000
Lysekil LNG Terminal,2021-10-19,18000
Ohgishima LNG Terminal,2021-10-19,125000
Pluto LNG Terminal,2021-10-19,127544
Rasgas LNG Terminal 3,2021-10-19,355854
Sagunto LNG Terminal,2021-10-19,75500
Sines LNG Terminal,2021-10-19,149600
Yamal LNG Terminal,2021-10-19,173000
Zhuhai LNG Terminal,2021-10-19,135000
Arzew-Bethioua LNG Terminal,2021-10-20,147208
Barcelona LNG Terminal,2021-10-20,165772
Calcasieu Pass LNG Terminal,2021-10-20,174000
Corpus Christi LNG Terminal,2021-10-20,180000
Dunkirk LNG Terminal,2021-10-20,172717
Freeport LNG Terminal,2021-10-20,180000
GasPort FSRU,2021-10-20,209220
Gorgon LNG Terminal,2021-10-20,160000
Huelva LNG Terminal,2021-10-20,180000
Izmir Aliaga LNG Terminal,2021-10-20,138058
Montoir LNG Terminal,2021-10-20,170000
Nigeria LNG Terminal,2021-10-20,138517
Rasgas LNG Terminal 3,2021-10-20,440398
Sabine Pass LNG Terminal,2021-10-20,151812
Yamal LNG Terminal,2021-10-20,172000
Gate LNG Terminal,2021-10-21,162000
Yamal LNG Terminal,2021-10-21,170000
Yung-An LNG Terminal,2021-10-21,173000
Fos Tonkin LNG Terminal,2021-10-22,75500
Gorgon LNG Terminal,2021-10-22,172000
Mugardos LNG Terminal,2021-10-22,135000
Qidong LNG Terminal,2021-10-22,265000
Skikda LNG Terminal,2021-10-22,75500
Xintian Tangshan LNG Terminal,2021-10-22,137000
Yamal LNG Terminal,2021-10-22,161870
Zeebrugge LNG Terminal,2021-10-22,161870
Corpus Christi LNG Terminal,2021-10-23,180000
Jieyang LNG Terminal (PipeChina),2021-10-23,216000
Rasgas LNG Terminal 3,2021-10-23,635420
Calcasieu Pass LNG Terminal,2021-10-24,173400
Freeport LNG Terminal,2021-10-24,164000
GasPort FSRU,2021-10-24,210152
Nigeria LNG Terminal,2021-10-24,160000
Rasgas LNG Terminal 3,2021-10-24,209220
Senboku 2 LNG Terminal,2021-10-24,127525
Yamal LNG Terminal,2021-10-24,170000
Zeebrugge LNG Terminal,2021-10-24,154880
Zhoushan LNG Terminal,2021-10-24,155000
Boryeong LNG Terminal,2021-10-25,152615
Cartagena LNG Terminal (Spain),2021-10-25,145842
Corpus Christi LNG Terminal,2021-10-25,175000
Fos Tonkin LNG Terminal,2021-10-25,174000
Gorgon LNG Terminal,2021-10-25,173000
Grain LNG Terminal,2021-10-25,267335
Guangxi LNG Terminal,2021-10-25,170000
Incheon LNG Terminal,2021-10-25,170551
Montoir LNG Terminal,2021-10-25,168873
Sabine Pass LNG Terminal,2021-10-25,174000
Vysotsk LNG Terminal,2021-10-25,18000
Yamal LNG Terminal,2021-10-25,155000
Al Zour LNG Import Terminal,2021-10-26,209220
Calcasieu Pass LNG Terminal,2021-10-26,174000
Fos Tonkin LNG Terminal,2021-10-26,75500
Nigeria LNG Terminal,2021-10-26,141000
Taichung LNG Terminal,2021-10-26,138000
Wheatstone LNG Terminal,2021-10-26,174000
Yamal LNG Terminal,2021-10-26,173400
Freeport LNG Terminal,2021-10-27,174000
Rasgas LNG Terminal 3,2021-10-27,523400
Sabine Pass LNG Terminal,2021-10-27,172000
Skikda LNG Terminal,2021-10-27,75500
Sodegaura LNG Terminal,2021-10-27,209220
Yamal LNG Terminal,2021-10-27,172000
Fos Tonkin LNG Terminal,2021-10-28,75500
Freeport LNG Terminal,2021-10-28,159700
Pluto LNG Terminal,2021-10-28,173000
Rasgas LNG Terminal 3,2021-10-28,420252
Tornio Manga LNG Terminal,2021-10-28,18000
Corpus Christi LNG Terminal,2021-10-29,172717
Dunkirk LNG Terminal,2021-10-29,161870
Freeport LNG Terminal,2021-10-29,176190
Izmir Aliaga LNG Terminal,2021-10-29,174000
Rasgas LNG Terminal 3,2021-10-29,216200
Sagunto LNG Terminal,2021-10-29,148300
South Hook LNG Terminal,2021-10-29,210168
Yamal LNG Terminal,2021-10-29,173000
Boryeong LNG Terminal,2021-10-30,160000
Corpus Christi LNG Terminal,2021-10-30,174000
Gorgon LNG Terminal,2021-10-30,154948
Pluto LNG Terminal,2021-10-30,125452
Queensland Curtis LNG Terminal,2021-10-30,167000
Rasgas LNG Terminal 3,2021-10-30,209220
Sabine Pass LNG Terminal,2021-10-30,170000
Yamal LNG Terminal,2021-10-30,170000
Bilbao LNG Terminal,2021-10-31,170000
Calcasieu Pass LNG Terminal,2021-10-31,180082
Hazira LNG Terminal,2021-10-31,135000
Marmara LNG Terminal,2021-10-31,175000
Montoir LNG Terminal,2021-10-31,170000
Nigeria LNG Terminal,2021-10-31,170000
Rasgas LNG Terminal 3,2021-10-31,138262
Yamal LNG Terminal,2021-10-31,162000
Calcasieu Pass LNG Terminal,2021-11-01,177000
Freeport LNG Terminal,2021-11-01,180000
GasPort FSRU,2021-11-01,216200
Gorgon LNG Terminal,2021-11-01,167000
Huelva LNG Terminal,2021-11-01,180000
Kochi LNG Terminal,2021-11-01,174000
Mundra LNG Terminal,2021-11-01,160000
Penuelas LNG Terminal,2021-11-01,138059
Pyeongtaek LNG Terminal,2021-11-01,174000
Rasgas LNG Terminal 3,2021-11-01,475100
Sabine Pass LNG Terminal,2021-11-01,164000
Yamal LNG Terminal,2021-11-01,170000
Yung-An LNG Terminal,2021-11-01,172000
Corpus Christi LNG Terminal,2021-11-02,138120
Das Island LNG Terminal,2021-11-02,135490
Incheon LNG Terminal,2021-11-02,217000
Map Ta Phut LNG Terminal 2,2021-11-02,216200
Mugardos LNG Terminal,2021-11-02,174000
Ohgishima LNG Terminal,2021-11-02,127544
Pyeongtaek LNG Terminal,2021-11-02,266000
Qidong LNG Terminal,2021-11-02,173400
Rasgas LNG Terminal 3,2021-11-02,145663
Vysotsk LNG Terminal,2021-11-02,22969
Zeebrugge LNG Terminal,2021-11-02,155000
Atlantic LNG Terminal,2021-11-03,135000
Boryeong LNG Terminal,2021-11-03,180000
Brunnsviksholme LNG Terminal,2021-11-03,22969
Corpus Christi LNG Terminal,2021-11-03,160000
Fos Tonkin LNG Terminal,2021-11-03,145702
Gate LNG Terminal,2021-11-03,173400
Gorgon LNG Terminal,2021-11-03,155000
Montoir LNG Terminal,2021-11-03,173400
Ohgishima LNG Terminal,2021-11-03,165000
Rasgas LNG Terminal 3,2021-11-03,216200
Yamal LNG Terminal,2021-11-03,334870
Zeebrugge LNG Terminal,2021-11-03,172000
Izmir Aliaga LNG Terminal,2021-11-04,147208
Pluto LNG Terminal,2021-11-04,125000
Sabine Pass LNG Terminal,2021-11-04,170723
South Hook LNG Terminal,2021-11-04,476100
Tongyoung LNG Terminal,2021-11-04,135000
Yung-An LNG Terminal,2021-11-04,174000
Arzew-Bethioua LNG Terminal,2021-11-05,170000
Bilbao LNG Terminal,2021-11-05,173400
Qidong LNG Terminal,2021-11-05,173000
Shandong LNG Terminal,2021-11-05,174000
Yamal LNG Terminal,2021-11-05,161814
Arzew-Bethioua LNG Terminal,2021-11-06,180000
Calcasieu Pass LNG Terminal,2021-11-06,174000
Corpus Christi LNG Terminal,2021-11-06,180000
Ennore LNG Terminal,2021-11-06,159800
Ohgishima LNG Terminal,2021-11-06,174000
Xintian Tangshan LNG Terminal,2021-11-06,172000
Cartagena LNG Terminal (Spain),2021-11-07,174000
Gate LNG Terminal,2021-11-07,142612
Huelva LNG Terminal,2021-11-07,170000
Nigeria LNG Terminal,2021-11-07,148300
Rasgas LNG Terminal 3,2021-11-07,432400
Yamal LNG Terminal,2021-11-07,173000
Zeebrugge LNG Terminal,2021-11-07,210100
Map Ta Phut LNG Terminal 2,2021-11-08,141000
Montoir LNG Terminal,2021-11-08,170000
Sabine Pass LNG Terminal,2021-11-08,172000
Yamal LNG Terminal,2021-11-08,161870
Al Zour LNG Import Terminal,2021-11-09,210000
Das Island LNG Terminal,2021-11-09,135000
Fos Tonkin LNG Terminal,2021-11-09,180000
Gorgon LNG Terminal,2021-11-09,152615
Marmara LNG Terminal,2021-11-09,180000
Sodegaura LNG Terminal,2021-11-09,215100
Yamal LNG Terminal,2021-11-09,170000
Yung-An LNG Terminal,2021-11-09,173000
Damietta SEGAS LNG Terminal,2021-11-10,174000
GasPort FSRU,2021-11-10,216200
Gate LNG Terminal,2021-11-10,170000
Himeji LNG Terminal,2021-11-10,209220
Rasgas LNG Terminal 3,2021-11-10,217000
Taichung LNG Terminal,2021-11-10,147208
Wenzhou LNG Terminal,2021-11-10,174000
Yamal LNG Terminal,2021-11-10,343000
Al Zour LNG Import Terminal,2021-11-11,135000
Costa Norte LNG Terminal,2021-11-11,138158
Everett Marine Terminal,2021-11-11,135000
Higashi Niigata LNG Terminal,2021-11-11,154948
Map Ta Phut LNG Terminal 2,2021-11-11,167000
Montoir LNG Terminal,2021-11-11,173000
Nigeria LNG Terminal,2021-11-11,145914
Pyeongtaek LNG Terminal,2021-11-11,180000
Sabine Pass LNG Terminal,2021-11-11,170000
Shandong LNG Terminal,2021-11-11,167000
Sines LNG Terminal,2021-11-11,174000
Tongyoung LNG Terminal,2021-11-11,153000
Yamal LNG Terminal,2021-11-11,155000
Yokkaichi Works LNG Terminal,2021-11-11,125452
Calcasieu Pass LNG Terminal,2021-11-12,357000
Corpus Christi LNG Terminal,2021-11-12,161870
Dunkirk LNG Terminal,2021-11-12,180082
Izmir Aliaga LNG Terminal,2021-11-12,347000
Jieyang LNG Terminal (PipeChina),2021-11-12,174000
