name,date,processed_cbm
Zhuhai LNG Terminal,2022-07-05,210100
Atlantic LNG Terminal,2022-07-06,159700
Calcasieu Pass LNG Terminal,2022-07-06,170000
Nigeria LNG Terminal,2022-07-06,138000
Rasgas LNG Terminal 3,2022-07-06,426300
Sabine Pass LNG Terminal,2022-07-06,160000
Yanai LNG Terminal,2022-07-06,160000
Delimara FSRU,2022-07-07,138517
Dunkirk LNG Terminal,2022-07-07,173400
Gorgon LNG Terminal,2022-07-07,167000
Hammerfest LNG Snohvit Terminal,2022-07-07,160000
Huelva LNG Terminal,2022-07-07,180000
Pluto LNG Terminal,2022-07-07,145700
Rasgas LNG Terminal 3,2022-07-07,216000
Wheatstone LNG Terminal,2022-07-07,174000
Yamal LNG Terminal,2022-07-07,173000
Al Zour LNG Import Terminal,2022-07-08,216200
Barcelona LNG Terminal,2022-07-08,145926
Corpus Christi LNG Terminal,2022-07-08,180082
Pluto LNG Terminal,2022-07-08,160000
Rasgas LNG Terminal 3,2022-07-08,319000
Revithoussa LNG Terminal,2022-07-08,75500
Gate LNG Terminal,2022-07-09,174000
Klaipeda FSRU,2022-07-09,173400
Ohgishima LNG Terminal,2022-07-09,125000
Rasgas LNG Terminal 3,2022-07-09,694900
Sabine Pass LNG Terminal,2022-07-09,174000
Sodegaura LNG Terminal,2022-07-09,173000
Toscana FSRU,2022-07-09,174000
Yung-An LNG Terminal,2022-07-09,138262
Bilbao LNG Terminal,2022-07-10,170000
Corpus Christi LNG Terminal,2022-07-10,174000
Hammerfest LNG Snohvit Terminal,2022-07-10,147208
Jieyang LNG Terminal (PipeChina),2022-07-10,172000
Rasgas LNG Terminal 3,2022-07-10,209220
Shandong LNG Terminal,2022-07-10,209220
South Hook LNG Terminal,2022-07-10,266000
Wenzhou LNG Terminal,2022-07-10,216200
Yokkaichi Works LNG Terminal,2022-07-10,160000
Zhuhai LNG Terminal,2022-07-10,266000
Atlantic LNG Terminal,2022-07-11,173673
Dunkirk LNG Terminal,2022-07-11,135000
Gate LNG Terminal,2022-07-11,312759
Nigeria LNG Terminal,2022-07-11,145952
Rasgas LNG Terminal 3,2022-07-11,353768
Revithoussa LNG Terminal,2022-07-11,174000
Vysotsk LNG Terminal,2022-07-11,18000
Das Island LNG Terminal,2022-07-12,135000
Fos Tonkin LNG Terminal,2022-07-12,216200
GasPort FSRU,2022-07-12,145000
Jebel Ali FLNG Terminal,2022-07-12,216200
Montoir LNG Terminal,2022-07-12,160000
Queensland Curtis LNG Terminal,2022-07-12,167000
Rasgas LNG Terminal 3,2022-07-12,384100
Sabine Pass LNG Terminal,2022-07-12,151812
Senboku 2 LNG Terminal,2022-07-12,174000
Skikda LNG Terminal,2022-07-12,75500
Al Zour LNG Import Terminal,2022-07-13,209220
Calcasieu Pass LNG Terminal,2022-07-13,159274
Elba Island LNG Terminal,2022-07-13,174000
Ohgishima LNG Terminal,2022-07-13,160000
Rasgas LNG Terminal 3,2022-07-13,267335
Sodegaura LNG Terminal,2022-07-13,137100
Taichung LNG Terminal,2022-07-13,137262
Tornio Manga LNG Terminal,2022-07-13,18000
Wenzhou LNG Terminal,2022-07-13,173400
Dalian LNG Terminal,2022-07-14,173000
Fos Tonkin LNG Terminal,2022-07-14,75500
Himeji LNG Terminal,2022-07-14,127544
Rasgas LNG Terminal 3,2022-07-14,215100
Sabine Pass LNG Terminal,2022-07-14,174000
Sodegaura LNG Terminal,2022-07-14,167000
Yamal LNG Terminal,2022-07-14,173000
Boryeong LNG Terminal,2022-07-15,148300
Damietta SEGAS LNG Terminal,2022-07-15,159800
Gate LNG Terminal,2022-07-15,171362
Hammerfest LNG Snohvit Terminal,2022-07-15,147208
Map Ta Phut LNG Terminal 2,2022-07-15,389400
Montoir LNG Terminal,2022-07-15,173000
Nigeria LNG Terminal,2022-07-15,174000
Old Harbour FSRU,2022-07-15,173673
Pluto LNG Terminal,2022-07-15,138028
Qidong LNG Terminal,2022-07-15,261700
Rasgas LNG Terminal 3,2022-07-15,657259
Sagunto LNG Terminal,2022-07-15,175000
Sines LNG Terminal,2022-07-15,159700
Yamal LNG Terminal,2022-07-15,161870
Barcelona LNG Terminal,2022-07-16,137354
Gorgon LNG Terminal,2022-07-16,170000
Jieyang LNG Terminal (PipeChina),2022-07-16,172000
Nigeria LNG Terminal,2022-07-16,164000
Pluto LNG Terminal,2022-07-16,160000
Sabine Pass LNG Terminal,2022-07-16,347717
Toscana FSRU,2022-07-16,180000
Yamal LNG Terminal,2022-07-16,168873
Zeebrugge LNG Terminal,2022-07-16,210168
Corpus Christi LNG Terminal,2022-07-17,175000
Everett Marine Terminal,2022-07-17,138120
Ohgishima LNG Terminal,2022-07-17,137540
Rasgas LNG Terminal 3,2022-07-17,360100
Sines LNG Terminal,2022-07-17,138000
Skikda LNG Terminal,2022-07-17,75500
Wheatstone LNG Terminal,2022-07-17,152482
Yamal LNG Terminal,2022-07-17,170000
Arzew-Bethioua LNG Terminal,2022-07-18,170000
Corpus Christi LNG Terminal,2022-07-18,174000
Fos Tonkin LNG Terminal,2022-07-18,147208
Hazira LNG Terminal,2022-07-18,210100
Montoir LNG Terminal,2022-07-18,160000
Pinghu LNG Terminal,2022-07-18,45000
Rasgas LNG Terminal 3,2022-07-18,145000
Wenzhou LNG Terminal,2022-07-18,145702
Arzew-Bethioua LNG Terminal,2022-07-19,170000
Calcasieu Pass LNG Terminal,2022-07-19,177000
Das Island LNG Terminal,2022-07-19,137000
Dunkirk LNG Terminal,2022-07-19,147208
GasPort FSRU,2022-07-19,145700
Gorgon LNG Terminal,2022-07-19,173400
Grain LNG Terminal,2022-07-19,145914
Hazira LNG Terminal,2022-07-19,135490
Higashi Niigata LNG Terminal,2022-07-19,174000
Jieyang LNG Terminal (PipeChina),2022-07-19,174000
Rasgas LNG Terminal 3,2022-07-19,471700
Sabine Pass LNG Terminal,2022-07-19,170000
Sagunto LNG Terminal,2022-07-19,175000
Shin-Sendai LNG Terminal,2022-07-19,165000
Sodegaura LNG Terminal,2022-07-19,209220
Yamal LNG Terminal,2022-07-19,174000
Al Zour LNG Import Terminal,2022-07-20,180000
Corpus Christi LNG Terminal,2022-07-20,174000
Damietta SEGAS LNG Terminal,2022-07-20,173400
Fos Tonkin LNG Terminal,2022-07-20,75500
Nigeria LNG Terminal,2022-07-20,170000
Ohgishima LNG Terminal,2022-07-20,347000
Zhuhai LNG Terminal,2022-07-20,209220
Al Zour LNG Import Terminal,2022-07-21,210100
Cartagena LNG Terminal (Spain),2022-07-21,145952
Montoir LNG Terminal,2022-07-21,180000
Nigeria LNG Terminal,2022-07-21,137300
Oman Qalhat LNG Terminal,2022-07-21,174000
Rasgas LNG Terminal 3,2022-07-21,571800
South Hook LNG Terminal,2022-07-21,266000
Yokkaichi Works LNG Terminal,2022-07-21,155000
Yung-An LNG Terminal,2022-07-21,167000
GasPort FSRU,2022-07-22,145000
Nigeria LNG Terminal,2022-07-22,148300
Rasgas LNG Terminal 3,2022-07-22,267335
Senboku 2 LNG Terminal,2022-07-22,145700
Taichung LNG Terminal,2022-07-22,170000
Wheatstone LNG Terminal,2022-07-22,174000
Yamal LNG Terminal,2022-07-22,170000
Calcasieu Pass LNG Terminal,2022-07-23,173400
Cameroon FLNG Terminal,2022-07-23,170000
Corpus Christi LNG Terminal,2022-07-23,174000
Fos Tonkin LNG Terminal,2022-07-23,216000
Oman Qalhat LNG Terminal,2022-07-23,174000
Rasgas LNG Terminal 3,2022-07-23,209220
Al Zour LNG Import Terminal,2022-07-24,141000
Hazira LNG Terminal,2022-07-24,174000
Izmir Aliaga LNG Terminal,2022-07-24,170000
Nigeria LNG Terminal,2022-07-24,149600
Queensland Curtis LNG Terminal,2022-07-24,180000
Rasgas LNG Terminal 3,2022-07-24,210152
South Hook LNG Terminal,2022-07-24,216200
Wenzhou LNG Terminal,2022-07-24,217000
Zeebrugge LNG Terminal,2022-07-24,161870
Arzew-Bethioua LNG Terminal,2022-07-25,75500
Barcelona LNG Terminal,2022-07-25,174000
Corpus Christi LNG Terminal,2022-07-25,172717
Hammerfest LNG Snohvit Terminal,2022-07-25,154880
Hitachi LNG Terminal,2022-07-25,174000
Incheon LNG Terminal,2022-07-25,266398
Jieyang LNG Terminal (PipeChina),2022-07-25,174000
Montoir LNG Terminal,2022-07-25,173000
Oman Qalhat LNG Terminal,2022-07-25,155000
Rasgas LNG Terminal 3,2022-07-25,404000
Sabine Pass LNG Terminal,2022-07-25,138120
Wheatstone LNG Terminal,2022-07-25,174000
Costa Norte LNG Terminal,2022-07-26,177000
Gate LNG Terminal,2022-07-26,174000
Marmara LNG Terminal,2022-07-26,170000
Rasgas LNG Terminal 3,2022-07-26,210100
Revithoussa LNG Terminal,2022-07-26,141000
Sabine Pass LNG Terminal,2022-07-26,174000
Taichung LNG Terminal,2022-07-26,137568
Wheatstone LNG Terminal,2022-07-26,154948
Yamal LNG Terminal,2022-07-26,173000
Zeebrugge LNG Terminal,2022-07-26,174000
Atlantic LNG Terminal,2022-07-27,174000
Calcasieu Pass LNG Terminal,2022-07-27,173400
Corpus Christi LNG Terminal,2022-07-27,174000
Das Island LNG Terminal,2022-07-27,135000
Fos Tonkin LNG Terminal,2022-07-27,75500
Hainan Shennan LNG Storage Facility,2022-07-27,170000
Hazira LNG Terminal,2022-07-27,137000
Himeji LNG Terminal,2022-07-27,138028
Jebel Ali FLNG Terminal,2022-07-27,138000
Nigeria LNG Terminal,2022-07-27,170000
Queensland Curtis LNG Terminal,2022-07-27,167000
Rasgas LNG Terminal 3,2022-07-27,439000
Sabine Pass LNG Terminal,2022-07-27,174000
Dunkirk LNG Terminal,2022-07-28,173400
Elba Island LNG Terminal,2022-07-28,138517
Fos Tonkin LNG Terminal,2022-07-28,159274
Montoir LNG Terminal,2022-07-28,177000
Pluto LNG Terminal,2022-07-28,127544
Rasgas LNG Terminal 3,2022-07-28,266000
Sabine Pass LNG Terminal,2022-07-28,135000
Toyama Shinko LNG Terminal,2022-07-28,152482
Cartagena LNG Terminal (Spain),2022-07-29,164000
Corpus Christi LNG Terminal,2022-07-29,180000
Gorgon LNG Terminal,2022-07-29,170551
Hazira LNG Terminal,2022-07-29,164000
Higashi Niigata LNG Terminal,2022-07-29,174000
Rasgas LNG Terminal 3,2022-07-29,583900
Taichung LNG Terminal,2022-07-29,150000
Calcasieu Pass LNG Terminal,2022-07-30,170000
Corpus Christi LNG Terminal,2022-07-30,180000
Dunkirk LNG Terminal,2022-07-30,170000
Gate LNG Terminal,2022-07-30,175000
Gorgon LNG Terminal,2022-07-30,173000
Hammerfest LNG Snohvit Terminal,2022-07-30,147208
Rasgas LNG Terminal 3,2022-07-30,433200
Sabine Pass LNG Terminal,2022-07-30,172717
Sagunto LNG Terminal,2022-07-30,170000
Yamal LNG Terminal,2022-07-30,168835
Zeebrugge LNG Terminal,2022-07-30,216200
Świnoujście Polskie LNG Terminal,2022-07-30,170723
Das Island LNG Terminal,2022-07-31,135490
Map Ta Phut LNG Terminal 2,2022-07-31,174000
Nigeria LNG Terminal,2022-07-31,172000
Punta Europa LNG Terminal,2022-07-31,180000
Rasgas LNG Terminal 3,2022-07-31,355100
Sagunto LNG Terminal,2022-07-31,168873
Toscana FSRU,2022-07-31,174000
Yamal LNG Terminal,2022-07-31,172000
Bilbao LNG Terminal,2022-08-01,174000
Corpus Christi LNG Terminal,2022-08-01,174000
Damietta SEGAS LNG Terminal,2022-08-01,180000
GasPort FSRU,2022-08-01,151700
Gorgon LNG Terminal,2022-08-01,155000
Mundra LNG Terminal,2022-08-01,135000
Rasgas LNG Terminal 3,2022-08-01,137354
Sabine Pass LNG Terminal,2022-08-01,174000
Sines LNG Terminal,2022-08-01,174000
South Hook LNG Terminal,2022-08-01,261700
Wheatstone LNG Terminal,2022-08-01,174000
Yamal LNG Terminal,2022-08-01,161870
Zeebrugge LNG Terminal,2022-08-01,267335
Al Zour LNG Import Terminal,2022-08-02,155000
Arzew-Bethioua LNG Terminal,2022-08-02,75500
Incheon LNG Terminal,2022-08-02,180000
Ohgishima LNG Terminal,2022-08-02,173400
Pluto LNG Terminal,2022-08-02,172000
Rasgas LNG Terminal 3,2022-08-02,577863
Sabine Pass LNG Terminal,2022-08-02,175000
Taichung LNG Terminal,2022-08-02,174000
Corpus Christi LNG Terminal,2022-08-03,175000
Jieyang LNG Terminal (PipeChina),2022-08-03,210000
Nigeria LNG Terminal,2022-08-03,138000
Qidong LNG Terminal,2022-08-03,170000
Sabine Pass LNG Terminal,2022-08-03,174000
Tongyoung LNG Terminal,2022-08-03,174000
Wheatstone LNG Terminal,2022-08-03,173000
Xintian Tangshan LNG Terminal,2022-08-03,135359
Calcasieu Pass LNG Terminal,2022-08-04,177000
Fos Tonkin LNG Terminal,2022-08-04,75500
Gate LNG Terminal,2022-08-04,174000
Gorgon LNG Terminal,2022-08-04,170000
Pyeongtaek LNG Terminal,2022-08-04,261700
Rasgas LNG Terminal 3,2022-08-04,266000
Sines LNG Terminal,2022-08-04,175000
Sodegaura LNG Terminal,2022-08-04,174000
Al Zour LNG Import Terminal,2022-08-05,145663
Arzew-Bethioua LNG Terminal,2022-08-05,170000
Corpus Christi LNG Terminal,2022-08-05,180000
Hammerfest LNG Snohvit Terminal,2022-08-05,142612
Huelva LNG Terminal,2022-08-05,148300
Nigeria LNG Terminal,2022-08-05,145926
Ohgishima LNG Terminal,2022-08-05,160000
Pluto LNG Terminal,2022-08-05,145700
Rasgas LNG Terminal 3,2022-08-05,494132
Sabine Pass LNG Terminal,2022-08-05,175000
Skikda LNG Terminal,2022-08-05,75500
Vysotsk LNG Terminal,2022-08-05,18000
Yung-An LNG Terminal,2022-08-05,167000
Damietta SEGAS LNG Terminal,2022-08-06,159800
Das Island LNG Terminal,2022-08-06,137540
GasPort FSRU,2022-08-06,145000
Gorgon LNG Terminal,2022-08-06,167000
Incheon LNG Terminal,2022-08-06,174000
Pluto LNG Terminal,2022-08-06,127525
Punta Europa LNG Terminal,2022-08-06,172000
Yamal LNG Terminal,2022-08-06,173000
Atlantic LNG Terminal,2022-08-07,159700
Cartagena LNG Terminal (Spain),2022-08-07,170000
Dunkirk LNG Terminal,2022-08-07,173000
Ennore LNG Terminal,2022-08-07,170000
Higashi Niigata LNG Terminal,2022-08-07,154948
Mugardos LNG Terminal,2022-08-07,138120
Pluto LNG Terminal,2022-08-07,160000
Rasgas LNG Terminal 3,2022-08-07,347220
Revithoussa LNG Terminal,2022-08-07,180082
Sabine Pass LNG Terminal,2022-08-07,331362
Sagunto LNG Terminal,2022-08-07,173400
Fos Tonkin LNG Terminal,2022-08-08,210100
Klaipeda FSRU,2022-08-08,160000
Nigeria LNG Terminal,2022-08-08,145914
Panigaglia LNG Terminal,2022-08-08,75500
Pyeongtaek LNG Terminal,2022-08-08,151812
Rasgas LNG Terminal 3,2022-08-08,151700
Sabine Pass LNG Terminal,2022-08-08,174000
Tornio Manga LNG Terminal,2022-08-08,18000
Yung-An LNG Terminal,2022-08-08,165772
Zeebrugge LNG Terminal,2022-08-08,210100
Dunkirk LNG Terminal,2022-08-09,135000
Gate LNG Terminal,2022-08-09,142612
Hammerfest LNG Snohvit Terminal,2022-08-09,147208
Incheon LNG Terminal,2022-08-09,266000
Nigeria LNG Terminal,2022-08-09,145952
Rasgas LNG Terminal 3,2022-08-09,265000
Sagunto LNG Terminal,2022-08-09,216200
Vysotsk LNG Terminal,2022-08-09,22969
Atlantic LNG Terminal,2022-08-10,174000
Bilbao LNG Terminal,2022-08-10,168835
Das Island LNG Terminal,2022-08-10,135000
Fos Tonkin LNG Terminal,2022-08-10,174000
Marmara LNG Terminal,2022-08-10,170000
Mejillones LNG Terminal,2022-08-10,174000
Oman Qalhat LNG Terminal,2022-08-10,155000
Pluto LNG Terminal,2022-08-10,125452
Rasgas LNG Terminal 3,2022-08-10,266000
Senboku 2 LNG Terminal,2022-08-10,216000
South Hook LNG Terminal,2022-08-10,267335
Tobata LNG Terminal,2022-08-10,155000
Yamal LNG Terminal,2022-08-10,174000
Corpus Christi LNG Terminal,2022-08-11,177000
Dunkirk LNG Terminal,2022-08-11,170000
GasPort FSRU,2022-08-11,138000
Incheon LNG Terminal,2022-08-11,174000
Pluto LNG Terminal,2022-08-11,152482
Sabine Pass LNG Terminal,2022-08-11,174000
Tianjin LNG Terminal (Sinopec),2022-08-11,145700
Wuhaogou LNG Storage Facility,2022-08-11,160000
Gorgon LNG Terminal,2022-08-12,170000
Higashi Niigata LNG Terminal,2022-08-12,210152
Ohgishima LNG Terminal,2022-08-12,173000
Rasgas LNG Terminal 3,2022-08-12,361863
Yanai LNG Terminal,2022-08-12,172000
Zeebrugge LNG Terminal,2022-08-12,215100
Al Zour LNG Import Terminal,2022-08-13,151700
Barcelona LNG Terminal,2022-08-13,161870
Corpus Christi LNG Terminal,2022-08-13,170000
Dunkirk LNG Terminal,2022-08-13,174000
Gate LNG Terminal,2022-08-13,173000
Gorgon LNG Terminal,2022-08-13,152615
Incheon LNG Terminal,2022-08-13,170551
Nigeria LNG Terminal,2022-08-13,148300
Pluto LNG Terminal,2022-08-13,174000
Rasgas LNG Terminal 3,2022-08-13,217000
Sabine Pass LNG Terminal,2022-08-13,151900
South Hook LNG Terminal,2022-08-13,265000
Yamal LNG Terminal,2022-08-13,170000
Zeebrugge LNG Terminal,2022-08-13,22969
Al Zour LNG Import Terminal,2022-08-14,155000
Arzew-Bethioua LNG Terminal,2022-08-14,170000
Huelva LNG Terminal,2022-08-14,180000
Jieyang LNG Terminal (PipeChina),2022-08-14,160000
Map Ta Phut LNG Terminal 2,2022-08-14,217000
Nigeria LNG Terminal,2022-08-14,137300
Ohgishima LNG Terminal,2022-08-14,127544
Oman Qalhat LNG Terminal,2022-08-14,174000
Rasgas LNG Terminal 3,2022-08-14,771398
Sagunto LNG Terminal,2022-08-14,175000
Sodegaura LNG Terminal,2022-08-14,173000
Taichung LNG Terminal,2022-08-14,137354
Yamal LNG Terminal,2022-08-14,168873
Calcasieu Pass LNG Terminal,2022-08-15,164000
Fos Tonkin LNG Terminal,2022-08-15,138000
Gorgon LNG Terminal,2022-08-15,173400
Jieyang LNG Terminal (PipeChina),2022-08-15,170000
Świnoujście Polskie LNG Terminal,2022-08-15,209220
Al Zour LNG Import Terminal,2022-08-16,145000
Hazira LNG Terminal,2022-08-16,135000
Incheon LNG Terminal,2022-08-16,174000
Klaipeda FSRU,2022-08-16,147208
Montoir LNG Terminal,2022-08-16,174000
Nigeria LNG Terminal,2022-08-16,164000
Rasgas LNG Terminal 3,2022-08-16,216000
Sabine Pass LNG Terminal,2022-08-16,173000
Zeebrugge LNG Terminal,2022-08-16,266000
Bilbao LNG Terminal,2022-08-17,174000
Calcasieu Pass LNG Terminal,2022-08-17,174000
Das Island LNG Terminal,2022-08-17,137000
Hazira LNG Terminal,2022-08-17,210100
Himeji LNG Terminal,2022-08-17,174000
Ohgishima LNG Terminal,2022-08-17,135000
Rasgas LNG Terminal 3,2022-08-17,138000
Sodegaura LNG Terminal,2022-08-17,160000
South Hook LNG Terminal,2022-08-17,216200
Corpus Christi LNG Terminal,2022-08-18,174000
GasPort FSRU,2022-08-18,145663
Huelva LNG Terminal,2022-08-18,175000
Marmara LNG Terminal,2022-08-18,170000
Montoir LNG Terminal,2022-08-18,180000
Pluto LNG Terminal,2022-08-18,138028
Queensland Curtis LNG Terminal,2022-08-18,167000
Rasgas LNG Terminal 3,2022-08-18,282568
Sines LNG Terminal,2022-08-18,159700
Wenzhou LNG Terminal,2022-08-18,216000
Yamal LNG Terminal,2022-08-18,169355
Yokkaichi Works LNG Terminal,2022-08-18,127525
Calcasieu Pass LNG Terminal,2022-08-19,165000
Gate LNG Terminal,2022-08-19,160000
Hakodate LNG Terminal,2022-08-19,170000
Jieyang LNG Terminal (PipeChina),2022-08-19,172000
Pluto LNG Terminal,2022-08-19,160000
Punta Europa LNG Terminal,2022-08-19,167158
Rasgas LNG Terminal 3,2022-08-19,210000
Sabine Pass LNG Terminal,2022-08-19,174000
Yokkaichi Works LNG Terminal,2022-08-19,180000
Zeebrugge LNG Terminal,2022-08-19,210100
Al Zour LNG Import Terminal,2022-08-20,310517
Corpus Christi LNG Terminal,2022-08-20,180000
Incheon LNG Terminal,2022-08-20,152482
Nigeria LNG Terminal,2022-08-20,170000
Ohgishima LNG Terminal,2022-08-20,125452
Oman Qalhat LNG Terminal,2022-08-20,160000
Pluto LNG Terminal,2022-08-20,174000
Rasgas LNG Terminal 3,2022-08-20,406700
Sabine Pass LNG Terminal,2022-08-20,174000
Sagunto LNG Terminal,2022-08-20,174000
Sodegaura LNG Terminal,2022-08-20,167000
South Hook LNG Terminal,2022-08-20,216200
Taichung LNG Terminal,2022-08-20,172717
Wheatstone LNG Terminal,2022-08-20,155000
Corpus Christi LNG Terminal,2022-08-21,174000
Arzew-Bethioua LNG Terminal,2022-08-22,138058
GasPort FSRU,2022-08-22,138000
Gate LNG Terminal,2022-08-22,174000
Sabine Pass LNG Terminal,2022-08-22,180000
Vysotsk LNG Terminal,2022-08-22,18000
Wheatstone LNG Terminal,2022-08-22,180000
Zeebrugge LNG Terminal,2022-08-22,216000
Świnoujście Polskie LNG Terminal,2022-08-22,174000
Atlantic LNG Terminal,2022-08-23,138120
Calcasieu Pass LNG Terminal,2022-08-23,159274
Corpus Christi LNG Terminal,2022-08-23,174000
Hammerfest LNG Snohvit Terminal,2022-08-23,142759
Huelva LNG Terminal,2022-08-23,145914
Rasgas LNG Terminal 3,2022-08-23,261700
Sabine Pass LNG Terminal,2022-08-23,175000
Senboku 2 LNG Terminal,2022-08-23,170000
Shin-Sendai LNG Terminal,2022-08-23,216200
Sodegaura LNG Terminal,2022-08-23,135490
Yamal LNG Terminal,2022-08-23,168835
Yung-An LNG Terminal,2022-08-23,174000
Boryeong LNG Terminal,2022-08-24,137300
Fos Tonkin LNG Terminal,2022-08-24,138058
GasPort FSRU,2022-08-24,145926
Gorgon LNG Terminal,2022-08-24,173000
Montoir LNG Terminal,2022-08-24,168873
Ohgishima LNG Terminal,2022-08-24,137540
Rasgas LNG Terminal 3,2022-08-24,355763
Revithoussa LNG Terminal,2022-08-24,170000
Sabine Pass LNG Terminal,2022-08-24,180000
Sines LNG Terminal,2022-08-24,170000
South Hook LNG Terminal,2022-08-24,138262
Tornio Manga LNG Terminal,2022-08-24,18000
Calcasieu Pass LNG Terminal,2022-08-25,173400
Gorgon LNG Terminal,2022-08-25,172000
Hazira LNG Terminal,2022-08-25,137000
Map Ta Phut LNG Terminal 2,2022-08-25,173400
Pluto LNG Terminal,2022-08-25,173400
Rasgas LNG Terminal 3,2022-08-25,265000
Sabine Pass LNG Terminal,2022-08-25,173400
Sines LNG Terminal,2022-08-25,145952
Sodegaura LNG Terminal,2022-08-25,180000
Tongyoung LNG Terminal,2022-08-25,265000
Zeebrugge LNG Terminal,2022-08-25,145702
Boryeong LNG Terminal,2022-08-26,145700
GasPort FSRU,2022-08-26,145000
Oman Qalhat LNG Terminal,2022-08-26,155000
Rasgas LNG Terminal 3,2022-08-26,145700
Taichung LNG Terminal,2022-08-26,150000
Yokkaichi Works LNG Terminal,2022-08-26,149600
Arzew-Bethioua LNG Terminal,2022-08-27,145700
Dunkirk LNG Terminal,2022-08-27,266000
Gorgon LNG Terminal,2022-08-27,173673
Map Ta Phut LNG Terminal 2,2022-08-27,159800
Montoir LNG Terminal,2022-08-27,169355
Pluto LNG Terminal,2022-08-27,127544
Rasgas LNG Terminal 3,2022-08-27,216200
Sagunto LNG Terminal,2022-08-27,148300
Skikda LNG Terminal,2022-08-27,75500
Sodegaura LNG Terminal,2022-08-27,210168
Tiga Malaysia LNG Terminal,2022-08-27,165500
Wheatstone LNG Terminal,2022-08-27,155000
Acajutla FSRU,2022-08-28,174000
Al Zour LNG Import Terminal,2022-08-28,145700
Bilbao LNG Terminal,2022-08-28,164000
Calcasieu Pass LNG Terminal,2022-08-28,160000
Corpus Christi LNG Terminal,2022-08-28,174000
Kochi LNG Terminal,2022-08-28,261700
Nigeria LNG Terminal,2022-08-28,174000
Quintero LNG Terminal,2022-08-28,172000
Rasgas LNG Terminal 3,2022-08-28,528000
Sabine Pass LNG Terminal,2022-08-28,145958
Zeebrugge LNG Terminal,2022-08-28,209220
Arzew-Bethioua LNG Terminal,2022-08-29,170000
Das Island LNG Terminal,2022-08-29,137100
Fos Tonkin LNG Terminal,2022-08-29,173000
Gate LNG Terminal,2022-08-29,180000
Qidong LNG Terminal,2022-08-29,266000
Sabine Pass LNG Terminal,2022-08-29,170000
Senboku 2 LNG Terminal,2022-08-29,138028
Yamal LNG Terminal,2022-08-29,174000
Yokkaichi Works LNG Terminal,2022-08-29,160000
Cameroon FLNG Terminal,2022-08-30,155000
Everett Marine Terminal,2022-08-30,138120
Gorgon LNG Terminal,2022-08-30,160000
Nigeria LNG Terminal,2022-08-30,148300
Rasgas LNG Terminal 3,2022-08-30,893700
Skikda LNG Terminal,2022-08-30,75500
South Hook LNG Terminal,2022-08-30,216200
Tongyoung LNG Terminal,2022-08-30,174000
Wheatstone LNG Terminal,2022-08-30,154948
Yamal LNG Terminal,2022-08-30,172000
Zhuhai LNG Terminal,2022-08-30,217000
Al Zour LNG Import Terminal,2022-08-31,171362
Arzew-Bethioua LNG Terminal,2022-08-31,174000
Atlantic LNG Terminal,2022-08-31,164000
Calcasieu Pass LNG Terminal,2022-08-31,180000
Rasgas LNG Terminal 3,2022-08-31,267335
Sabine Pass LNG Terminal,2022-08-31,135000
Sines LNG Terminal,2022-08-31,180000
Zeebrugge LNG Terminal,2022-08-31,168835
Dunkirk LNG Terminal,2022-09-01,170000
Hammerfest LNG Snohvit Terminal,2022-09-01,142612
Montoir LNG Terminal,2022-09-01,175000
Pluto LNG Terminal,2022-09-01,298452
Revithoussa LNG Terminal,2022-09-01,151900
Tiga Malaysia LNG Terminal,2022-09-01,160000
Barcelona LNG Terminal,2022-09-02,180000
Corpus Christi LNG Terminal,2022-09-02,175000
Das Island LNG Terminal,2022-09-02,135000
Fos Tonkin LNG Terminal,2022-09-02,75500
GasPort FSRU,2022-09-02,138000
Gorgon LNG Terminal,2022-09-02,167000
Pluto LNG Terminal,2022-09-02,127525
Rasgas LNG Terminal 3,2022-09-02,145700
Samcheok LNG Terminal,2022-09-02,177000
South Hook LNG Terminal,2022-09-02,266398
Tongyoung LNG Terminal,2022-09-02,167000
Yamal LNG Terminal,2022-09-02,161870
Grain LNG Terminal,2022-09-03,75500
Hazira LNG Terminal,2022-09-03,145663
Jieyang LNG Terminal (PipeChina),2022-09-03,216000
Klaipeda FSRU,2022-09-03,142759
Nigeria LNG Terminal,2022-09-03,149600
Samcheok LNG Terminal,2022-09-03,159800
Sodegaura LNG Terminal,2022-09-03,152615
Tongyoung LNG Terminal,2022-09-03,174000
Corpus Christi LNG Terminal,2022-09-04,174000
Fos Tonkin LNG Terminal,2022-09-04,177000
Huelva LNG Terminal,2022-09-04,170000
Marmara LNG Terminal,2022-09-04,170000
Mizushima LNG Terminal,2022-09-04,155000
Punta Europa LNG Terminal,2022-09-04,174000
Rasgas LNG Terminal 3,2022-09-04,347454
Sabine Pass LNG Terminal,2022-09-04,160000
Tiga Malaysia LNG Terminal,2022-09-04,45000
Yamal LNG Terminal,2022-09-04,174000
Yung-An LNG Terminal,2022-09-04,173673
Das Island LNG Terminal,2022-09-05,135000
Dunkirk LNG Terminal,2022-09-05,160000
Hong Kong FSRU,2022-09-05,173000
Rasgas LNG Terminal 3,2022-09-05,571500
Gate LNG Terminal,2022-09-06,142612
Hammerfest LNG Snohvit Terminal,2022-09-06,147208
Map Ta Phut LNG Terminal 2,2022-09-06,180000
Oman Qalhat LNG Terminal,2022-09-06,174000
Rasgas LNG Terminal 3,2022-09-06,210152
